"action","boro","inspection_date","cuisine_description","dba","score","street","violation_description","zipcode","grade","lon"
NA,"BROOKLYN",2017-01-20,"African","CAFE RUE DIX",12,"BEDFORD AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11216,"A",NA
NA,"BROOKLYN",2017-01-20,"American","LIVINGSTON DINER",10,"LIVINGSTON STREET","Evidence of mice or live mice present in facility's food and/or non-food areas.",11217,NA,NA
NA,"BROOKLYN",2017-01-20,"Spanish","NEW CARRIZAL RESTAURANT",12,"BROADWAY","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11221,"A",NA
NA,"BROOKLYN",2017-01-20,"French","LE GARAGE",0,"CENTRAL AVE",NA,11221,"A",NA
NA,"BROOKLYN",2017-01-20,"French","THE BOUNTY",10,"GREENPOINT AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11222,"A",NA
NA,"BROOKLYN",2017-01-20,"American","NORMAN",32,"NORMAN AVE","Food contact surface improperly constructed or located. Unacceptable material used.",11222,NA,NA
NA,"BROOKLYN",2017-01-20,"Pizza","PAULIE GEE",12,"GREENPOINT AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11222,"A",NA
NA,"BROOKLYN",2017-01-20,"Russian","MONACO",50,"MCDONALD AVENUE","Shellfish not from approved source, improperly tagged/labeled; tags not retained for 90 days.",11223,NA,NA
NA,"BROOKLYN",2017-01-20,"Caribbean","SALLY'S FISH & THINGS",18,"FLATLANDS AVE","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",11236,NA,NA
NA,"BROOKLYN",2017-01-20,"Spanish","MARIA COFFEE SHOP & RESTAURANT",9,"ROCKAWAY AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11236,"A",NA
NA,"BROOKLYN",2017-01-20,"Caribbean","FIX-U-PLATE",11,"ROCKAWAY PKWY","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11236,"A",NA
NA,"BROOKLYN",2017-01-20,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","SOL DE QUITO RESTAURANT",12,"IRVING AVENUE","Hot food item not held at or above 140Âº F.",11237,"A",NA
NA,"BROOKLYN",2017-01-20,"Chinese/Cuban","NEW APOLO RESTAURANT",10,"MYRTLE AVE","Thawing procedures improper.",11237,"A",NA
NA,"QUEENS",2017-01-20,"Chinese","TEN JIN XEING BEING RESTAURANT",13,"MAIN ST","Hot food item not held at or above 140Âº F.",11355,"A",NA
NA,"QUEENS",2017-01-20,"Asian","LOUNGING",15,"NORTHERN BLVD","Hot food item not held at or above 140Âº F.",11358,NA,NA
NA,"QUEENS",2017-01-20,"Asian","SOMOON",10,"162 STREET","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",11358,"A",NA
NA,"QUEENS",2017-01-20,"Asian","SOO BAR",13,"NORTHERN BOULEVARD","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11358,"A",NA
NA,"QUEENS",2017-01-20,"American","FLB'S PUB",6,"FRANCIS LEWIS BLVD","Proper sanitization not provided for utensil ware washing operation.",11358,"A",NA
NA,"QUEENS",2017-01-20,"American","MY FAVORITE CHEOGAJIP CHICKEN",0,"NORTHERN BOULEVARD",NA,11358,"A",NA
NA,"QUEENS",2017-01-20,"Korean","ALIBABA ENTERTAINMENT",4,"162ND ST","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11358,"A",NA
NA,"QUEENS",2017-01-20,"American","VILLAGE DINER",13,"LEFFERTS BOULEVARD","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11415,"A",NA
NA,"QUEENS",2017-01-20,"Bakery","BIGWELL BAKERY AND HALAL RESTAURANT",11,"LIBERTY AVE","Hot food item not held at or above 140Âº F.",11417,"A",NA
NA,"QUEENS",2017-01-20,"American","STAR MOUNTAIN COFFEE",10,"JFK INTERNATIONAL AIRPORT","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11430,"A",NA
NA,"QUEENS",2017-01-20,"Pizza","ABITINO'S PIZZA",2,"JFK AIRPORT","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11430,"A",NA
NA,"MANHATTAN",2017-01-21,"American","THE HAMILTON",10,"AMSTERDAM AVE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10025,"A",NA
NA,"MANHATTAN",2017-01-21,"Caribbean","SOLOMON & KUFF'S RUM HOUSE",18,"12TH AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10027,"B",NA
NA,"MANHATTAN",2017-01-21,"American","COVE LOUNGE",7,"LENOX AVENUE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10027,"A",NA
NA,"BRONX",2017-01-21,"American","THE BLACK WHALE",10,"CITY ISLAND AVE","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10464,"A",NA
NA,"BRONX",2017-01-21,"Chinese","BOSTON ROAD CHINA",6,"BOSTON ROAD","Evidence of mice or live mice present in facility's food and/or non-food areas.",10469,"A",NA
NA,"BRONX",2017-01-21,"American","BILLY BEEZ",13,"BAYCHESTER AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10475,"A",NA
NA,"QUEENS",2017-01-21,"Mexican","LUNA'S RESTAURANT",11,"BROADWAY","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11103,NA,NA
NA,"QUEENS",2017-01-21,"Mexican","LA CANELA RESTAURANT & CAFE",15,"STEINWAY STREET","Food Protection Certificate not held by supervisor of food operations.",11103,NA,NA
NA,"QUEENS",2017-01-21,"American","SINGLECUT BEERSMITHS",10,"37 STREET","Food Protection Certificate not held by supervisor of food operations.",11105,"A",NA
NA,"QUEENS",2017-01-21,"Armenian","BUNGALO",0,"BROADWAY",NA,11106,NA,NA
NA,"QUEENS",2017-01-21,"Japanese","SYO JAPANESE RESTAURANT",10,"BROADWAY","Food Protection Certificate not held by supervisor of food operations.",11106,"A",NA
NA,"QUEENS",2017-01-21,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","BLEND",9,"CENTER BLVD","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11109,"A",NA
NA,"BROOKLYN",2017-01-21,"Caribbean","LINDA'S RESTAURANT BAKERY & LOUNGE",13,"CHURCH AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11203,"A",NA
NA,"BROOKLYN",2017-01-21,"Caribbean","SUEDE",13,"CLARENDON RD","Wiping cloths soiled or not stored in sanitizing solution.",11203,"A",NA
NA,"BROOKLYN",2017-01-21,"Pizza/Italian","THE SICILIAN",12,"PROSPECT PARK WEST","Hot food item not held at or above 140Âº F.",11215,"A",NA
NA,"BROOKLYN",2017-01-21,"American","LOKI BAR & BENCHMARK RESTAURANT",4,"5 AVENUE","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11215,"A",NA
NA,"BROOKLYN",2017-01-21,"French","OLIVIER",12,"4TH AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",11215,"A",NA
NA,"BROOKLYN",2017-01-21,"Pizza","LEO'S PIZZA",22,"MERMAID AVE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11224,"B",NA
NA,"BROOKLYN",2017-01-21,"Pizza","RUBENS PIZZERIA-EL POLLO PERUVIAN CUISINE",22,"70 STREET","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",11228,"B",NA
NA,"BROOKLYN",2017-01-21,"Thai","POK POK NY",7,"COLUMBIA ST","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11231,"A",NA
NA,"BROOKLYN",2017-01-21,"Chicken","WILMA JEAN",6,"SMITH STREET","Evidence of mice or live mice present in facility's food and/or non-food areas.",11231,"A",NA
NA,"BROOKLYN",2017-01-21,"Pizza","SOFIA PIZZA RESTAURANT",12,"CONEY ISLAND AVENUE","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11235,"A",NA
NA,"BROOKLYN",2017-01-21,"African","HONEY BEE'S KITCHEN",10,"AVENUE L","Food Protection Certificate not held by supervisor of food operations.",11236,"A",NA
NA,"QUEENS",2017-01-21,"Korean","GOO GONG TAN",12,"149TH PL","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11354,"A",NA
NA,"QUEENS",2017-01-21,"Chinese","FU XIANG JU",11,"41ST AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11355,"A",NA
NA,"QUEENS",2017-01-21,"Korean","NOBLESSE HOUSE",4,"41ST AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11355,"A",NA
NA,"MANHATTAN",2017-01-23,"Korean","DDM YUPDDUK",12,"W 32ND ST","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10001,"A",NA
NA,"MANHATTAN",2017-01-23,"Pizza","PIZZA BAR",9,"W 34TH ST","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,"A",NA
NA,"MANHATTAN",2017-01-23,"American","TRACKS RAW BAR & GRILL",13,"PENN STATION 33RD STREET","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10001,"A",NA
NA,"MANHATTAN",2017-01-23,"Korean","GAMMEEOK",12,"W 32ND ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",NA
NA,"MANHATTAN",2017-01-23,"American","SPITZER'S CORNER",5,"RIVINGTON STREET","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10002,"A",NA
NA,"MANHATTAN",2017-01-23,"Chinese","J J NOODLE",39,"HENRY STREET","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10002,"C",NA
NA,"MANHATTAN",2017-01-23,"Chinese","EAST NOODLE VILLAGE",40,"CHRYSTIE ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10002,NA,NA
NA,"MANHATTAN",2017-01-23,"Bakery","SUN BAKERY",17,"ESSEX STREET","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10002,NA,NA
NA,"MANHATTAN",2017-01-23,"Bakery","HARPER'S BREAD HOUSE",12,"GRAND ST","Hot food item not held at or above 140Âº F.",10002,"A",NA
NA,"MANHATTAN",2017-01-23,"Vietnamese/Cambodian/Malaysia","AN CHOI",19,"ORCHARD STREET","No facilities available to wash, rinse and sanitize utensils and/or equipment.",10002,NA,NA
NA,"MANHATTAN",2017-01-23,"Spanish","EL CASTILLO DE JAGUA II",16,"GRAND ST","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10002,NA,NA
NA,"MANHATTAN",2017-01-23,"Asian","NAM SON RESTAURANT",12,"GRAND STREET","Wiping cloths soiled or not stored in sanitizing solution.",10002,"A",NA
NA,"MANHATTAN",2017-01-23,"Chinese","FINEST DUMPLING RESTAURANT",12,"HENRY STREET","Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.",10002,"A",NA
NA,"MANHATTAN",2017-01-23,"Other","Chawlas2",13,"3RD AVE","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",10003,NA,NA
NA,"MANHATTAN",2017-01-23,"Japanese","AKINA SUSHI",12,"E 14TH ST","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10009,NA,NA
NA,"MANHATTAN",2017-01-23,"Vegetarian","Quintessence Restaurant",9,"E 10TH ST","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10009,"A",NA
NA,"MANHATTAN",2017-01-23,"Other","PLUG UGLIES",9,"3RD AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10010,"A",NA
NA,"MANHATTAN",2017-01-23,"Thai","THAI SLIDERS",12,"8TH AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10011,"A",NA
NA,"MANHATTAN",2017-01-23,"Italian","LA CARBORNARA",13,"W 14TH ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10011,"A",NA
